cea66438-2882-4c79-bfa7-fac75bfd3f16	c8c2ad62-a7b1-47e4-b033-f9a91425fe55	01814f33-f103-4bfd-931d-75cb26a7a04d	hey	t	2026-08-26 01:29:07.131204+00
aa684a2e-f70a-4c74-bfcc-2af61dc6b821	c8c2ad62-a7b1-47e4-b033-f9a91425fe55	b6adb239-529a-4c35-a923-294277db6a8d	hi	t	2026-08-27 03:13:44.21744+00
81b60365-1ed4-4d13-a1a1-099c14457bf3	c8c2ad62-a7b1-47e4-b033-f9a91425fe55	01814f33-f103-4bfd-931d-75cb26a7a04d	hi	f	2026-09-10 22:13:20.785771+00
c19824ad-8b6f-4251-b664-178e27b10c89	c8c2ad62-a7b1-47e4-b033-f9a91425fe55	01814f33-f103-4bfd-931d-75cb26a7a04d	hi	f	2026-09-10 22:23:29.253797+00
d0d5891b-e79a-4bf6-bbd8-f8605a9b5b42	4b7745a3-9849-49bf-8ff7-3c00aeb4329d	01814f33-f103-4bfd-931d-75cb26a7a04d	hi	t	2026-09-21 00:13:20.446164+00
0d5eca89-e42d-4214-a0e7-60323439cdfc	4b7745a3-9849-49bf-8ff7-3c00aeb4329d	b17f0ab5-df05-4f99-a3aa-3972bea989ec	hi	t	2026-09-21 00:13:02.673962+00
3495fb46-80de-45ee-a3d6-cff1e5ee1a33	4b7745a3-9849-49bf-8ff7-3c00aeb4329d	01814f33-f103-4bfd-931d-75cb26a7a04d	hi	f	2026-09-22 17:26:03.928284+00
1e052070-90e1-4ff0-b53a-c3a2d54f7c0c	dd02b624-d59d-46be-8223-42ad9f96d710	26b494ed-1dd4-44ac-820f-d9baf915b318	salm	t	2026-09-21 11:58:49.793298+00
677e6b5f-5490-4776-a271-7e7cababc020	dd02b624-d59d-46be-8223-42ad9f96d710	26b494ed-1dd4-44ac-820f-d9baf915b318	Hello	t	2026-09-21 11:58:57.086269+00
c0056b22-9c18-4936-ad17-2766c49ebdce	dd02b624-d59d-46be-8223-42ad9f96d710	26b494ed-1dd4-44ac-820f-d9baf915b318	XOXO	t	2026-09-21 11:59:42.462286+00
fb6606e3-476e-4a0a-966b-9a75ae746c52	dd02b624-d59d-46be-8223-42ad9f96d710	26b494ed-1dd4-44ac-820f-d9baf915b318	whatsapp	t	2026-09-21 12:01:03.672779+00
6fb06ac8-faee-4531-87a5-77c76952663b	dd02b624-d59d-46be-8223-42ad9f96d710	26b494ed-1dd4-44ac-820f-d9baf915b318	Gros	t	2026-09-21 12:03:28.651168+00
\.


